sentences,mask_type,pred_pos,scale_type
It was partially dry. It wasn't ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't completely dry but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't completely [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't completely dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't completely dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It wasn't completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was partially dry. It wasn't completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't totally dry but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't totally [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't totally dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't totally dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It wasn't totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was partially dry. It wasn't totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it was not extremely dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it was not extremely dry either.,predicate,adj,abs
It was partially dry. It was not wet but it was not extremely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it was not ridiculously dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was partially dry. It was not wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it was not completely dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it was not completely dry either.,predicate,adj,abs
It was partially dry. It was not wet but it was not completely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it was not totally dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it was not totally dry either.,predicate,adj,abs
It was partially dry. It was not wet but it was not totally [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it wasn't extremely dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was partially dry. It was not wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was partially dry. It was not wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it wasn't completely dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was partially dry. It was not wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not wet but it wasn't totally dry either.,predicate,adj,abs
It was partially dry. It was not [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was partially dry. It was not wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it was not extremely dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it was not extremely dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it was not extremely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it was not ridiculously dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it was not completely dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it was not completely dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it was not completely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it was not totally dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it was not totally dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it was not totally [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it wasn't extremely dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it wasn't completely dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't wet but it wasn't totally dry either.,predicate,adj,abs
It was partially dry. It wasn't [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was partially dry. It wasn't wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was not extremely [MASK] but it was not wet either. It was kinda dry.,predicate,adj,abs
It was not extremely [MASK] but it was not wet either.,predicate,adj,abs
It was not extremely dry but it was not [MASK] either. It was kinda dry.,predicate,adj,abs
It was not extremely dry but it was not [MASK] either.,predicate,adj,abs
It was not extremely dry but it was not wet either. It was kinda [MASK].,predicate,adj,abs
It was not extremely [MASK] but it was not wet either. It was sorta dry.,predicate,adj,abs
It was not extremely dry but it was not [MASK] either. It was sorta dry.,predicate,adj,abs
It was not extremely dry but it was not wet either. It was sorta [MASK].,predicate,adj,abs
It was not extremely [MASK] but it was not wet either. It was slightly dry.,predicate,adj,abs
It was not extremely dry but it was not [MASK] either. It was slightly dry.,predicate,adj,abs
It was not extremely dry but it was not wet either. It was slightly [MASK].,predicate,adj,abs
It was not extremely [MASK] but it was not wet either. It was partially dry.,predicate,adj,abs
It was not extremely dry but it was not [MASK] either. It was partially dry.,predicate,adj,abs
It was not extremely dry but it was not wet either. It was partially [MASK].,predicate,adj,abs
It was not extremely [MASK] but it wasn't wet either. It was kinda dry.,predicate,adj,abs
It was not extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was not extremely dry but it wasn't [MASK] either. It was kinda dry.,predicate,adj,abs
It was not extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was not extremely dry but it wasn't wet either. It was kinda [MASK].,predicate,adj,abs
It was not extremely [MASK] but it wasn't wet either. It was sorta dry.,predicate,adj,abs
It was not extremely dry but it wasn't [MASK] either. It was sorta dry.,predicate,adj,abs
It was not extremely dry but it wasn't wet either. It was sorta [MASK].,predicate,adj,abs
It was not extremely [MASK] but it wasn't wet either. It was slightly dry.,predicate,adj,abs
It was not extremely dry but it wasn't [MASK] either. It was slightly dry.,predicate,adj,abs
It was not extremely dry but it wasn't wet either. It was slightly [MASK].,predicate,adj,abs
It was not extremely [MASK] but it wasn't wet either. It was partially dry.,predicate,adj,abs
It was not extremely dry but it wasn't [MASK] either. It was partially dry.,predicate,adj,abs
It was not extremely dry but it wasn't wet either. It was partially [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it was not wet either. It was kinda dry.,predicate,adj,abs
It was not ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was not ridiculously dry but it was not [MASK] either. It was kinda dry.,predicate,adj,abs
It was not ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was not ridiculously dry but it was not wet either. It was kinda [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it was not wet either. It was sorta dry.,predicate,adj,abs
It was not ridiculously dry but it was not [MASK] either. It was sorta dry.,predicate,adj,abs
It was not ridiculously dry but it was not wet either. It was sorta [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it was not wet either. It was slightly dry.,predicate,adj,abs
It was not ridiculously dry but it was not [MASK] either. It was slightly dry.,predicate,adj,abs
It was not ridiculously dry but it was not wet either. It was slightly [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it was not wet either. It was partially dry.,predicate,adj,abs
It was not ridiculously dry but it was not [MASK] either. It was partially dry.,predicate,adj,abs
It was not ridiculously dry but it was not wet either. It was partially [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it wasn't wet either. It was kinda dry.,predicate,adj,abs
It was not ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
It was not ridiculously dry but it wasn't [MASK] either. It was kinda dry.,predicate,adj,abs
It was not ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was not ridiculously dry but it wasn't wet either. It was kinda [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it wasn't wet either. It was sorta dry.,predicate,adj,abs
It was not ridiculously dry but it wasn't [MASK] either. It was sorta dry.,predicate,adj,abs
It was not ridiculously dry but it wasn't wet either. It was sorta [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it wasn't wet either. It was slightly dry.,predicate,adj,abs
It was not ridiculously dry but it wasn't [MASK] either. It was slightly dry.,predicate,adj,abs
It was not ridiculously dry but it wasn't wet either. It was slightly [MASK].,predicate,adj,abs
It was not ridiculously [MASK] but it wasn't wet either. It was partially dry.,predicate,adj,abs
It was not ridiculously dry but it wasn't [MASK] either. It was partially dry.,predicate,adj,abs
It was not ridiculously dry but it wasn't wet either. It was partially [MASK].,predicate,adj,abs
It was not completely [MASK] but it was not wet either. It was kinda dry.,predicate,adj,abs
It was not completely [MASK] but it was not wet either.,predicate,adj,abs
It was not completely dry but it was not [MASK] either. It was kinda dry.,predicate,adj,abs
It was not completely dry but it was not [MASK] either.,predicate,adj,abs
It was not completely dry but it was not wet either. It was kinda [MASK].,predicate,adj,abs
It was not completely [MASK] but it was not wet either. It was sorta dry.,predicate,adj,abs
It was not completely dry but it was not [MASK] either. It was sorta dry.,predicate,adj,abs
It was not completely dry but it was not wet either. It was sorta [MASK].,predicate,adj,abs
It was not completely [MASK] but it was not wet either. It was slightly dry.,predicate,adj,abs
It was not completely dry but it was not [MASK] either. It was slightly dry.,predicate,adj,abs
It was not completely dry but it was not wet either. It was slightly [MASK].,predicate,adj,abs
It was not completely [MASK] but it was not wet either. It was partially dry.,predicate,adj,abs
It was not completely dry but it was not [MASK] either. It was partially dry.,predicate,adj,abs
It was not completely dry but it was not wet either. It was partially [MASK].,predicate,adj,abs
It was not completely [MASK] but it wasn't wet either. It was kinda dry.,predicate,adj,abs
It was not completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was not completely dry but it wasn't [MASK] either. It was kinda dry.,predicate,adj,abs
It was not completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was not completely dry but it wasn't wet either. It was kinda [MASK].,predicate,adj,abs
