,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability
8523,traditionally,left-leaning,63,0.409,512.722,2.213,0.047,0.002,7.338,6.099,62.591,0.994,0.0
8529,inherently,evil,1422,18.513,9645.354,1.918,0.047,0.027,6.333,6.098,1403.487,0.987,0.001
4873,virtually,unnoticed,706,8.856,4852.184,1.942,0.081,0.008,6.439,6.097,697.144,0.987,0.001
6514,emotionally,laden,167,1.572,1238.38,2.056,0.061,0.003,6.822,6.097,165.428,0.991,0.0
281,just,peachy,452,8.038,2983.398,1.997,0.43,0.001,6.632,6.097,443.962,0.982,0.0
46664,unconstitutionally,discriminatory,29,0.112,265.349,2.432,0.005,0.018,8.028,6.096,28.888,0.996,0.0
13309,desperately,homesick,45,0.24,382.826,2.291,0.029,0.003,7.591,6.096,44.76,0.995,0.0
66293,freshly,dead,163,1.453,1234.288,2.102,0.002,0.109,6.812,6.095,161.547,0.991,0.0
63009,dimly,aware,753,8.853,5476.815,2.101,0.002,0.322,6.414,6.095,744.147,0.988,0.001
45352,obsessively,tidy,23,0.072,219.843,2.522,0.005,0.016,8.325,6.093,22.928,0.997,0.0
47733,carefully,neutral,108,0.852,835.731,2.122,0.005,0.034,6.992,6.092,107.148,0.992,0.0
9707,ultimately,uplifting,339,3.681,2412.738,1.987,0.041,0.009,6.585,6.092,335.319,0.989,0.0
23650,clinically,insane,403,4.408,2859.905,1.981,0.015,0.029,6.536,6.092,398.592,0.989,0.0
26891,clinically,relevant,1832,23.651,12592.827,1.956,0.013,0.131,6.294,6.091,1808.349,0.987,0.002
10035,technically,illegal,1740,22.958,11764.016,1.915,0.039,0.039,6.302,6.091,1717.042,0.987,0.002
3164,easily,transferable,482,5.958,3342.167,1.963,0.115,0.004,6.515,6.091,476.042,0.988,0.0
20563,twice,married,24,0.079,226.979,2.5,0.018,0.005,8.27,6.089,23.921,0.997,0.0
42245,exquisitely,detailed,797,9.507,5594.293,1.986,0.006,0.127,6.398,6.088,787.493,0.988,0.001
3941,easily,recognizable,3772,55.482,24885.83,1.89,0.097,0.031,6.234,6.088,3716.518,0.985,0.003
1051,absolutely,zero,2835,48.61,18249.066,1.891,0.244,0.008,6.271,6.087,2786.39,0.983,0.002
57012,questionably,ethical,25,0.085,235.083,2.49,0.003,0.028,8.203,6.086,24.915,0.997,0.0
24837,hopelessly,inept,115,0.938,880.85,2.102,0.014,0.012,6.958,6.085,114.062,0.992,0.0
41403,violently,abusive,83,0.597,656.61,2.158,0.006,0.021,7.128,6.085,82.403,0.993,0.0
60665,infectiously,upbeat,47,0.255,398.798,2.288,0.003,0.039,7.529,6.084,46.745,0.995,0.0
4869,immediately,apparent,5260,77.506,34707.51,1.891,0.081,0.051,6.207,6.084,5182.494,0.985,0.004
15966,scientifically,indefensible,56,0.34,461.896,2.233,0.024,0.005,7.398,6.084,55.66,0.994,0.0
27610,intentionally,provocative,182,1.698,1346.522,2.045,0.012,0.019,6.762,6.083,180.302,0.991,0.0
59946,institutionally,incapable,31,0.127,280.244,2.41,0.003,0.033,7.936,6.083,30.873,0.996,0.0
33145,nicely,brown,88,0.651,691.079,2.144,0.009,0.015,7.093,6.082,87.349,0.993,0.0
18338,overtly,sexist,111,0.902,851.3,2.104,0.02,0.008,6.973,6.081,110.098,0.992,0.0
18196,later,medieval,39,0.191,338.185,2.326,0.021,0.005,7.703,6.08,38.809,0.995,0.0
35594,classically,french,72,0.49,577.083,2.18,0.008,0.015,7.21,6.078,71.51,0.993,0.0
6546,strictly,advisory,67,0.459,538.881,2.195,0.061,0.002,7.279,6.078,66.541,0.993,0.0
7423,wildly,inconsistent,987,12.691,6715.832,1.923,0.054,0.017,6.362,6.078,974.309,0.987,0.001
14789,acutely,unwell,90,0.682,702.928,2.136,0.026,0.005,7.081,6.077,89.318,0.992,0.0
10461,racially,imbalanced,37,0.177,323.011,2.342,0.038,0.002,7.759,6.076,36.823,0.995,0.0
38299,frustratingly,inconsistent,134,1.15,1013.736,2.082,0.007,0.025,6.875,6.075,132.85,0.991,0.0
7201,economically,inactive,297,3.228,2116.869,1.992,0.056,0.006,6.606,6.074,293.772,0.989,0.0
16969,allegedly,insulting,121,1.019,919.743,2.09,0.022,0.008,6.925,6.074,119.981,0.992,0.0
27650,hard,core,15,0.029,157.671,2.734,0.012,0.008,9.026,6.073,14.971,0.998,0.0
69594,amply,evident,102,0.797,797.077,2.152,0.002,0.092,7.001,6.073,101.203,0.992,0.0
890,often,unspoken,352,4.914,2417.114,1.993,0.269,0.001,6.618,6.073,347.086,0.986,0.0
4410,purely,monetary,114,0.993,865.918,2.102,0.088,0.002,6.976,6.073,113.007,0.991,0.0
15615,noticeably,quieter,138,1.214,1037.295,2.071,0.024,0.008,6.865,6.072,136.786,0.991,0.0
9169,better,armed,780,9.715,5348.094,1.932,0.043,0.017,6.391,6.072,770.285,0.988,0.001
8518,apparently,unaware,1299,17.114,8777.188,1.912,0.047,0.025,6.316,6.07,1281.886,0.987,0.001
35056,outright,false,303,3.183,2175.826,2.001,0.009,0.04,6.585,6.07,299.817,0.989,0.0
2721,ever,joint,205,2.205,1480.706,2.031,0.13,0.002,6.74,6.069,202.795,0.989,0.0
15041,criminally,punishable,40,0.202,344.832,2.316,0.026,0.004,7.67,6.069,39.798,0.995,0.0
717,far,off,1073,18.449,6971.043,1.923,0.302,0.002,6.383,6.069,1054.551,0.983,0.001
15644,severely,debilitating,160,1.473,1188.322,2.052,0.024,0.008,6.799,6.068,158.527,0.991,0.0
18953,scientifically,invalid,84,0.621,659.967,2.146,0.02,0.007,7.109,6.068,83.379,0.993,0.0
40687,safely,past,28,0.107,256.574,2.434,0.007,0.013,8.042,6.067,27.893,0.996,0.0
12803,instantly,likeable,213,2.121,1550.099,2.02,0.03,0.008,6.694,6.066,210.879,0.99,0.0
31338,theoretically,unlimited,120,1.004,913.142,2.091,0.01,0.017,6.915,6.064,118.996,0.992,0.0
4339,clearly,distinguishable,355,4.142,2492.167,1.976,0.089,0.004,6.556,6.064,350.858,0.988,0.0
33438,darkly,funny,1335,17.077,9197.508,1.959,0.009,0.132,6.302,6.064,1317.923,0.987,0.001
73923,absolute,essential,112,0.911,870.209,2.149,0.001,0.124,6.944,6.063,111.089,0.992,0.0
6692,financially,unsustainable,315,3.504,2231.916,1.984,0.06,0.006,6.579,6.062,311.496,0.989,0.0
33079,sweetly,floral,32,0.137,285.973,2.384,0.009,0.009,7.883,6.062,31.863,0.996,0.0
37145,reliably,red,187,1.779,1377.52,2.039,0.008,0.03,6.727,6.06,185.221,0.99,0.0
14095,overtly,sectarian,54,0.328,445.47,2.234,0.027,0.004,7.402,6.059,53.672,0.994,0.0
369,just,wishful,969,18.845,6174.976,1.93,0.392,0.001,6.41,6.057,950.155,0.981,0.001
13112,hopelessly,retrograde,28,0.109,255.715,2.43,0.03,0.003,8.045,6.056,27.891,0.996,0.0
884,almost,double,3421,62.764,21676.518,1.878,0.271,0.008,6.226,6.055,3358.236,0.982,0.002
6698,wildly,uneven,404,4.72,2823.86,1.963,0.06,0.007,6.508,6.055,399.28,0.988,0.0
21006,actively,homosexual,39,0.194,336.916,2.318,0.017,0.005,7.676,6.055,38.806,0.995,0.0
39463,manifestly,contrary,58,0.362,474.945,2.218,0.007,0.016,7.334,6.054,57.638,0.994,0.0
14835,temporarily,unoccupied,24,0.082,225.755,2.491,0.026,0.003,8.24,6.054,23.918,0.997,0.0
59990,conventionally,attractive,456,5.164,3270.037,2.031,0.003,0.175,6.468,6.054,450.836,0.989,0.0
43300,architecturally,distinctive,131,1.132,989.858,2.081,0.006,0.03,6.863,6.054,129.868,0.991,0.0
6968,commercially,exploitable,66,0.456,529.609,2.19,0.057,0.002,7.263,6.053,65.544,0.993,0.0
13577,allegedly,faulty,63,0.417,509.262,2.197,0.028,0.004,7.282,6.053,62.583,0.993,0.0
10231,likely,attributable,297,3.228,2112.345,1.985,0.038,0.008,6.58,6.052,293.772,0.989,0.0
20071,woefully,inept,150,1.364,1117.084,2.055,0.018,0.011,6.808,6.052,148.636,0.991,0.0
36219,chillingly,prophetic,21,0.062,203.265,2.549,0.008,0.01,8.419,6.052,20.938,0.997,0.0
23366,richly,melodic,87,0.657,679.594,2.135,0.015,0.009,7.071,6.052,86.343,0.992,0.0
862,almost,nonexistent,2580,46.794,16411.033,1.884,0.274,0.006,6.249,6.052,2533.206,0.982,0.002
38897,functionally,identical,376,4.152,2668.676,1.986,0.007,0.056,6.511,6.052,371.848,0.989,0.0
10589,merely,coincidental,215,2.18,1558.001,2.014,0.037,0.007,6.678,6.051,212.82,0.99,0.0
18033,hilariously,profane,39,0.195,336.632,2.317,0.021,0.004,7.674,6.051,38.805,0.995,0.0
25064,lightly,fragrant,68,0.462,545.387,2.181,0.014,0.009,7.222,6.051,67.538,0.993,0.0
30585,achingly,hip,45,0.245,380.562,2.277,0.011,0.009,7.536,6.05,44.755,0.995,0.0
51579,vividly,colorful,98,0.769,759.597,2.125,0.004,0.037,6.999,6.049,97.231,0.992,0.0
10005,roughly,commensurate,47,0.268,394.163,2.267,0.039,0.002,7.512,6.049,46.732,0.994,0.0
22503,darkly,atmospheric,84,0.627,657.96,2.14,0.016,0.008,7.088,6.048,83.373,0.993,0.0
15604,clinically,actionable,65,0.437,523.16,2.189,0.024,0.005,7.254,6.047,64.563,0.993,0.0
5282,physically,disabled,327,3.754,2301.343,1.976,0.075,0.004,6.557,6.047,323.246,0.989,0.0
65234,intuitively,obvious,406,4.537,2935.69,2.053,0.002,0.204,6.487,6.046,401.463,0.989,0.0
16162,noticeably,softer,148,1.353,1101.159,2.054,0.024,0.008,6.808,6.046,146.647,0.991,0.0
1902,no,fewer,8079,136.895,51689.953,1.866,0.168,0.033,6.149,6.045,7942.105,0.983,0.006
11187,mainly,sunny,643,7.915,4418.486,1.933,0.035,0.017,6.395,6.044,635.085,0.988,0.001
23905,specially,woven,21,0.062,202.907,2.546,0.015,0.006,8.415,6.044,20.938,0.997,0.0
9943,morally,superior,1717,23.406,11494.776,1.9,0.04,0.037,6.255,6.043,1693.594,0.986,0.001
32285,ethnically,motivated,352,3.875,2495.138,1.98,0.01,0.038,6.519,6.043,348.125,0.989,0.0
8605,vastly,disproportionate,215,2.211,1553.818,2.012,0.047,0.005,6.672,6.043,212.789,0.99,0.0
74338,thermally,efficient,329,3.553,2430.612,2.111,0.001,0.28,6.535,6.043,325.447,0.989,0.0
860,now,infamous,4272,80.457,26873.266,1.869,0.274,0.01,6.195,6.042,4191.543,0.981,0.003
4431,then,principal,78,0.599,611.827,2.157,0.088,0.001,7.157,6.042,77.401,0.992,0.0
8157,primarily,self-taught,89,0.701,690.334,2.129,0.049,0.003,7.061,6.042,88.299,0.992,0.0
40079,adorably,goofy,34,0.154,299.965,2.359,0.007,0.013,7.796,6.042,33.846,0.995,0.0
2905,easily,traceable,261,3.011,1847.185,1.997,0.124,0.002,6.628,6.04,257.989,0.988,0.0
13722,publicly,accessible,4635,66.361,31000.99,1.919,0.028,0.135,6.167,6.04,4568.639,0.986,0.004
65953,rabidly,racist,46,0.254,389.104,2.285,0.002,0.049,7.502,6.039,45.746,0.994,0.0
58747,magically,delicious,203,1.992,1493.536,2.049,0.003,0.085,6.676,6.038,201.008,0.99,0.0
59072,third,best,596,7.088,4238.823,2.028,0.003,0.208,6.398,6.038,588.912,0.988,0.001
11896,overwhelmingly,republican,385,4.409,2697.644,1.961,0.033,0.012,6.496,6.037,380.591,0.989,0.0
19048,disproportionately,low-income,72,0.509,571.952,2.165,0.019,0.006,7.173,6.037,71.491,0.993,0.0
3033,overly,prescriptive,283,3.315,1993.053,1.988,0.119,0.002,6.599,6.036,279.685,0.988,0.0
2780,simply,inexcusable,210,2.319,1505.187,2.018,0.128,0.002,6.698,6.036,207.681,0.989,0.0
10859,distinctly,unimpressed,116,0.999,877.726,2.084,0.036,0.004,6.912,6.036,115.001,0.991,0.0
1448,fully,bilingual,394,5.334,2697.002,1.967,0.2,0.002,6.529,6.036,388.666,0.986,0.0
8962,barely,legal,1918,26.63,12778.85,1.893,0.045,0.036,6.236,6.035,1891.37,0.986,0.002
46217,cleverly,contrived,16,0.035,164.738,2.687,0.005,0.017,8.858,6.035,15.965,0.998,0.0
34283,charmingly,quaint,40,0.204,343.376,2.306,0.009,0.01,7.627,6.034,39.796,0.995,0.0
1475,potentially,cancerous,251,3.101,1762.851,2.005,0.198,0.001,6.657,6.034,247.899,0.988,0.0
11152,understandably,miffed,31,0.134,276.852,2.387,0.035,0.002,7.903,6.031,30.866,0.996,0.0
23578,criminally,minded,117,0.997,885.953,2.082,0.015,0.011,6.896,6.031,116.003,0.991,0.0
18914,ecologically,unsound,52,0.314,429.33,2.234,0.02,0.005,7.4,6.031,51.686,0.994,0.0
65596,geologically,active,476,5.511,3425.912,2.055,0.002,0.236,6.435,6.03,470.489,0.988,0.0
69862,gratuitously,offensive,61,0.396,497.732,2.222,0.002,0.068,7.271,6.03,60.604,0.994,0.0
31305,conveniently,obtainable,48,0.275,400.926,2.254,0.01,0.01,7.46,6.03,47.725,0.994,0.0
17665,hopelessly,uncool,43,0.233,364.444,2.283,0.021,0.004,7.561,6.03,42.767,0.995,0.0
52779,freakishly,tall,132,1.161,994.588,2.08,0.004,0.047,6.834,6.029,130.839,0.991,0.0
30994,authentically,vintage,31,0.132,277.09,2.384,0.01,0.008,7.886,6.028,30.868,0.996,0.0
59579,proportionately,fewer,132,1.161,996.892,2.087,0.003,0.064,6.833,6.028,130.839,0.991,0.0
22390,right,earnest,87,0.669,676.539,2.127,0.016,0.008,7.047,6.027,86.331,0.992,0.0
16788,hopelessly,utopian,39,0.199,335.26,2.31,0.023,0.004,7.65,6.027,38.801,0.995,0.0
27896,quintessentially,spanish,38,0.189,328.233,2.318,0.012,0.008,7.67,6.026,37.811,0.995,0.0
51679,boldly,experimental,45,0.248,379.835,2.276,0.004,0.024,7.509,6.026,44.752,0.994,0.0
47338,unbearably,hot,834,10.428,5804.959,1.981,0.005,0.16,6.329,6.026,823.572,0.987,0.001
17984,beyond,ecstatic,107,0.893,815.094,2.093,0.021,0.007,6.936,6.025,106.107,0.992,0.0
13383,newly,homeless,315,3.5,2224.631,1.973,0.029,0.012,6.534,6.025,311.5,0.989,0.0
4905,sexually,compulsive,90,0.738,693.594,2.125,0.081,0.002,7.051,6.025,89.262,0.992,0.0
707,almost,nil,581,9.533,3828.821,1.944,0.303,0.001,6.454,6.024,571.467,0.984,0.0
13183,distinctly,european,245,2.591,1753.839,1.994,0.029,0.009,6.606,6.024,242.409,0.989,0.0
8659,widely,disparate,370,4.301,2585.24,1.959,0.046,0.008,6.495,6.023,365.699,0.988,0.0
63376,shamefully,silent,63,0.417,510.249,2.205,0.002,0.049,7.241,6.023,62.583,0.993,0.0
2883,longer,pink,1180,17.212,7812.01,1.897,0.125,0.008,6.291,6.023,1162.788,0.985,0.001
25638,annoyingly,perky,21,0.063,202.308,2.539,0.014,0.006,8.393,6.023,20.937,0.997,0.0
2376,probably,closest,204,2.29,1458.882,2.018,0.143,0.001,6.699,6.023,201.71,0.989,0.0
19100,genetically,defective,70,0.494,556.414,2.166,0.019,0.006,7.176,6.022,69.506,0.993,0.0
15753,newly,eligible,1202,15.912,8106.192,1.909,0.024,0.044,6.275,6.022,1186.088,0.987,0.001
5792,historically,oppressed,139,1.316,1030.18,2.057,0.069,0.003,6.826,6.022,137.684,0.991,0.0
17884,first,third,105,0.873,800.456,2.094,0.021,0.007,6.94,6.02,104.127,0.992,0.0
29805,progressively,worse,2369,32.644,16112.19,1.954,0.011,0.184,6.197,6.02,2336.356,0.986,0.002
8146,supposedly,nonpartisan,58,0.382,470.401,2.208,0.049,0.002,7.319,6.02,57.618,0.993,0.0
7963,perhaps,inevitable,1074,14.454,7208.943,1.902,0.05,0.019,6.29,6.019,1059.546,0.987,0.001
59244,monstrously,huge,112,0.941,855.155,2.104,0.003,0.056,6.899,6.018,111.059,0.992,0.0
2261,nearly,unrecognizable,591,8.191,3985.642,1.93,0.149,0.003,6.406,6.018,582.809,0.986,0.0
28163,intentionally,ambiguous,170,1.631,1248.124,2.032,0.012,0.018,6.721,6.017,168.369,0.99,0.0
3573,virtually,unplayable,137,1.336,1012.31,2.061,0.105,0.002,6.84,6.016,135.664,0.99,0.0
7718,therefore,unconstitutional,358,4.182,2499.673,1.959,0.052,0.007,6.497,6.016,353.818,0.988,0.0
41269,constitutionally,valid,356,3.99,2516.664,1.98,0.006,0.058,6.489,6.016,352.01,0.989,0.0
20667,understandably,distraught,114,0.976,862.251,2.081,0.018,0.009,6.893,6.015,113.024,0.991,0.0
36320,nigh,unbeatable,29,0.118,261.85,2.405,0.008,0.01,7.948,6.015,28.882,0.996,0.0
1803,deeply,saddening,216,2.549,1530.881,2.013,0.174,0.001,6.682,6.015,213.451,0.988,0.0
20379,permanently,unlocked,35,0.166,305.588,2.339,0.018,0.005,7.744,6.014,34.834,0.995,0.0
20370,desperately,needy,115,0.989,868.871,2.079,0.018,0.009,6.887,6.014,114.011,0.991,0.0
54593,self-consciously,quirky,23,0.076,217.498,2.501,0.004,0.024,8.245,6.013,22.924,0.997,0.0
67031,irredeemably,flawed,59,0.381,481.349,2.22,0.002,0.057,7.278,6.013,58.619,0.994,0.0
20827,aesthetically,appealing,1540,20.817,10362.764,1.911,0.018,0.076,6.234,6.013,1519.183,0.986,0.001
8687,further,expandable,41,0.221,348.56,2.294,0.046,0.002,7.601,6.012,40.779,0.995,0.0
2790,largely,ineffective,1919,29.472,12522.894,1.878,0.127,0.011,6.222,6.012,1889.528,0.985,0.001
28088,understandably,upset,801,10.132,5479.07,1.931,0.012,0.062,6.322,6.012,790.868,0.987,0.001
2561,overly,sexualized,148,1.525,1082.392,2.052,0.136,0.001,6.811,6.011,146.475,0.99,0.0
13808,delightfully,offbeat,55,0.349,448.944,2.215,0.028,0.004,7.34,6.01,54.651,0.994,0.0
13433,formerly,socialist,67,0.47,533.734,2.171,0.029,0.004,7.197,6.01,66.53,0.993,0.0
12423,finally,able,13551,206.213,92214.83,2.008,0.031,0.332,6.084,6.01,13344.787,0.985,0.01
171,even,scarier,2070,54.218,12309.805,1.89,0.5,0.002,6.275,6.009,2015.782,0.974,0.001
49212,blessedly,uneventful,21,0.064,202.191,2.539,0.004,0.018,8.374,6.009,20.936,0.997,0.0
48768,modestly,higher,1251,16.488,8695.855,2.003,0.005,0.242,6.252,6.007,1234.512,0.987,0.001
3820,easily,adaptable,1157,16.597,7668.804,1.893,0.099,0.009,6.274,6.006,1140.403,0.986,0.001
8028,emotionally,immature,327,3.774,2290.088,1.963,0.05,0.007,6.511,6.006,323.226,0.988,0.0
17954,academically,adrift,33,0.151,290.56,2.356,0.021,0.004,7.8,6.006,32.849,0.995,0.0
30637,needlessly,antagonistic,38,0.191,327.202,2.312,0.011,0.008,7.648,6.006,37.809,0.995,0.0
59478,momentarily,confused,128,1.133,964.799,2.083,0.003,0.061,6.824,6.005,126.867,0.991,0.0
2548,deeply,troubled,1283,19.327,8427.952,1.889,0.136,0.007,6.264,6.005,1263.673,0.985,0.001
12608,plain,silly,1013,13.432,6819.74,1.904,0.031,0.029,6.282,6.005,999.568,0.987,0.001
57335,passionately,fond,123,1.076,928.979,2.085,0.003,0.054,6.841,6.004,121.924,0.991,0.0
29537,quintessentially,irish,42,0.226,356.034,2.282,0.011,0.008,7.552,6.004,41.774,0.995,0.0
22640,approximately,spherical,24,0.084,224.183,2.475,0.016,0.005,8.184,6.004,23.916,0.997,0.0
3038,simply,unmatched,268,3.175,1881.367,1.983,0.119,0.002,6.582,6.004,264.825,0.988,0.0
36814,loosely,themed,23,0.077,216.835,2.493,0.008,0.01,8.237,6.003,22.923,0.997,0.0
6133,previously,secret,796,10.65,5357.824,1.908,0.065,0.011,6.321,6.002,785.35,0.987,0.001
37723,charmingly,quirky,50,0.299,413.525,2.236,0.008,0.013,7.396,6.001,49.701,0.994,0.0
4151,readily,observable,224,2.495,1593.615,1.997,0.093,0.003,6.629,6.0,221.505,0.989,0.0
157471,completely,difficult,45,6198.766,-11971.907,-2.142,-0.007,-0.01,-7.117,-6.007,-6153.766,-136.75,0.0
164390,n't,little,52,6794.812,-13115.122,-2.121,-0.014,-0.006,-7.051,-6.01,-6742.812,-129.669,0.0
177737,so,stronger,33,4843.496,-9641.103,-2.191,-0.068,-0.001,-7.3,-6.028,-4810.496,-145.773,0.0
164389,n't,few,21,3932.808,-7673.656,-2.27,-0.014,-0.003,-7.57,-6.029,-3911.809,-186.277,0.0
152642,incredibly,more,31,5009.974,-9728.752,-2.209,-0.005,-0.012,-7.343,-6.038,-4978.974,-160.612,0.0
177723,so,first,105,10864.498,-21336.027,-2.044,-0.068,-0.002,-6.795,-6.038,-10759.498,-102.471,0.0
166687,pretty,higher,34,5248.168,-10205.009,-2.192,-0.019,-0.003,-7.298,-6.044,-5214.168,-153.358,0.0
179745,most,late,157,14767.956,-29225.799,-2.014,-0.09,-0.002,-6.692,-6.063,-14610.956,-93.063,0.0
175978,not,little,279,24873.23,-48165.18,-1.975,-0.053,-0.006,-6.556,-6.077,-24594.23,-88.151,0.0
179755,most,alone,63,7522.978,-15041.635,-2.115,-0.09,-0.001,-7.036,-6.081,-7459.978,-118.412,0.0
151405,slightly,popular,17,3676.036,-7188.097,-2.329,-0.004,-0.01,-7.763,-6.081,-3659.035,-215.237,0.0
157322,relatively,available,43,6342.314,-12281.137,-2.171,-0.007,-0.01,-7.215,-6.083,-6299.313,-146.496,0.0
179750,most,cool,257,22736.695,-44880.88,-1.988,-0.09,-0.003,-6.603,-6.105,-22479.695,-87.47,0.0
150787,absolutely,popular,15,3519.406,-6895.01,-2.362,-0.004,-0.01,-7.88,-6.11,-3504.406,-233.627,0.0
177736,so,enough,359,31036.918,-60520.85,-1.969,-0.068,-0.006,-6.536,-6.111,-30677.918,-85.454,0.0
181120,very,faster,59,7145.322,-14522.162,-2.134,-0.118,-0.001,-7.102,-6.117,-7086.321,-120.107,0.0
152629,incredibly,sure,20,4113.036,-8034.704,-2.309,-0.005,-0.01,-7.691,-6.119,-4093.036,-204.652,0.0
168937,much,likely,259,25008.47,-48043.97,-2.0,-0.024,-0.013,-6.628,-6.132,-24749.47,-95.558,0.0
164704,less,better,92,11178.452,-21557.227,-2.093,-0.015,-0.009,-6.947,-6.142,-11086.452,-120.505,0.0
177732,so,possible,267,24951.244,-48823.68,-2.002,-0.068,-0.005,-6.648,-6.159,-24684.244,-92.45,0.0
162356,extremely,better,63,8681.877,-16795.643,-2.145,-0.012,-0.009,-7.123,-6.168,-8618.877,-136.808,0.0
181117,very,lower,190,18255.809,-36748.805,-2.037,-0.118,-0.002,-6.767,-6.193,-18065.809,-95.083,0.0
177734,so,higher,176,18562.26,-36511.523,-2.054,-0.068,-0.003,-6.823,-6.227,-18386.26,-104.467,0.0
169236,really,recent,75,10113.829,-19646.598,-2.14,-0.025,-0.005,-7.112,-6.229,-10038.829,-133.851,0.0
177771,so,likely,847,72202.984,-141236.38,-1.967,-0.069,-0.013,-6.515,-6.234,-71355.984,-84.246,0.001
179759,most,higher,250,24493.572,-48603.73,-2.033,-0.09,-0.004,-6.75,-6.246,-24243.572,-96.974,0.0
166701,pretty,possible,43,7054.548,-13752.975,-2.22,-0.019,-0.004,-7.386,-6.254,-7011.547,-163.059,0.0
179761,most,bigger,99,11822.38,-23645.295,-2.117,-0.09,-0.002,-7.036,-6.258,-11723.38,-118.418,0.0
152733,incredibly,much,56,8658.746,-16868.604,-2.197,-0.005,-0.021,-7.28,-6.273,-8602.746,-153.62,0.0
151580,slightly,good,59,9018.903,-17587.588,-2.193,-0.005,-0.024,-7.262,-6.279,-8959.903,-151.863,0.0
152880,truly,likely,25,5212.192,-10199.004,-2.318,-0.005,-0.013,-7.711,-6.279,-5187.192,-207.488,0.0
180946,more,own,90,10942.311,-22157.914,-2.134,-0.111,-0.001,-7.096,-6.283,-10852.311,-120.581,0.0
159728,highly,easy,41,7057.09,-13739.843,-2.239,-0.009,-0.009,-7.441,-6.285,-7016.09,-171.124,0.0
174144,too,lower,38,6551.106,-12932.051,-2.251,-0.043,-0.002,-7.492,-6.297,-6513.106,-171.398,0.0
153501,far,likely,27,5530.965,-10819.425,-2.311,-0.005,-0.013,-7.686,-6.301,-5503.965,-203.851,0.0
168916,much,little,79,11190.84,-21772.432,-2.161,-0.024,-0.006,-7.181,-6.319,-11111.84,-140.656,0.0
179779,most,little,447,42633.6,-84599.914,-2.023,-0.09,-0.006,-6.712,-6.329,-42186.6,-94.377,0.001
141690,deeply,many,18,4595.603,-9088.633,-2.408,-0.002,-0.026,-7.999,-6.356,-4577.603,-254.311,0.0
150842,absolutely,likely,17,4458.172,-8768.261,-2.413,-0.004,-0.013,-8.041,-6.359,-4441.172,-261.245,0.0
174145,too,higher,81,11512.297,-22597.223,-2.17,-0.043,-0.003,-7.214,-6.361,-11431.297,-141.127,0.0
174150,too,bigger,27,5556.672,-11022.661,-2.325,-0.043,-0.002,-7.748,-6.362,-5529.672,-204.803,0.0
150446,totally,likely,16,4346.43,-8554.453,-2.428,-0.004,-0.013,-8.091,-6.367,-4330.431,-270.652,0.0
153078,almost,likely,23,5301.729,-10400.935,-2.361,-0.005,-0.013,-7.856,-6.373,-5278.729,-229.51,0.0
152046,rather,much,45,8170.928,-15996.71,-2.266,-0.005,-0.021,-7.511,-6.401,-8125.928,-180.576,0.0
153580,far,much,54,9374.705,-18335.197,-2.247,-0.005,-0.021,-7.447,-6.424,-9320.705,-172.606,0.0
169359,really,many,518,55629.87,-108290.39,-2.053,-0.026,-0.027,-6.783,-6.427,-55111.87,-106.394,0.001
163525,quite,many,230,28265.945,-54978.58,-2.106,-0.013,-0.027,-6.96,-6.435,-28035.945,-121.895,0.0
153018,truly,many,67,10989.467,-21510.5,-2.225,-0.005,-0.027,-7.365,-6.436,-10922.467,-163.022,0.0
158046,just,much,91,13825.98,-26960.086,-2.192,-0.008,-0.021,-7.258,-6.45,-13734.98,-150.934,0.0
