She was not extremely happy. She was slightly sad., adj, rel
It was completely closed. It was not entirely open., adj, abs
It was not entirely open. It was entirely closed., adj, abs
It was entirely closed. It was not entirely open., adj, abs
It was not entirely open. It was closed., adj, abs
It was closed. It was not entirely open., adj, abs
It was not entirely open. It was not completely closed., adj, abs
It was not entirely open. It was not entirely closed., adj, abs
It was not entirely open. It was not closed., adj, abs
It was not open. It was slightly closed., adj, abs
It was slightly closed. It was not open., adj, abs
It was not open. It was sort of closed., adj, abs
It was sort of closed. It was not open., adj, abs
It was not open. It was completely closed., adj, abs
It was completely closed. It was not open., adj, abs
It was not open. It was entirely closed., adj, abs
It was entirely closed. It was not open., adj, abs
It was not open. It was closed., adj, abs
It was closed. It was not open., adj, abs
It was not open. It was not completely closed., adj, abs
It was not open. It was not entirely closed., adj, abs
It was not open. It was not closed., adj, abs
It was not completely open. It was slightly open., adj, abs
It was slightly open. It was not completely open., adj, abs
It was not completely open. It was sort of open., adj, abs
It was sort of open. It was not completely open., adj, abs
It was not entirely open. It was slightly open., adj, abs
It was slightly open. It was not entirely open., adj, abs
It was not entirely open. It was sort of open., adj, abs
It was sort of open. It was not entirely open., adj, abs
It was not completely closed. It was slightly open., adj, abs
It was slightly open. It was not completely closed., adj, abs
It was not completely closed. It was sort of open., adj, abs
It was sort of open. It was not completely closed., adj, abs
It was not completely closed. It was completely open., adj, abs
It was completely open. It was not completely closed., adj, abs
It was not completely closed. It was entirely open., adj, abs
It was entirely open. It was not completely closed., adj, abs
It was not completely closed. It was open., adj, abs
It was open. It was not completely closed., adj, abs
It was not completely closed. It was not completely open., adj, abs
It was not completely closed. It was not entirely open., adj, abs
It was not completely closed. It was not open., adj, abs
It was not entirely closed. It was slightly open., adj, abs
It was slightly open. It was not entirely closed., adj, abs
It was not entirely closed. It was sort of open., adj, abs
It was sort of open. It was not entirely closed., adj, abs
It was not entirely closed. It was completely open., adj, abs
It was completely open. It was not entirely closed., adj, abs
It was not entirely closed. It was entirely open., adj, abs
It was entirely open. It was not entirely closed., adj, abs
It was not entirely closed. It was open., adj, abs
It was open. It was not entirely closed., adj, abs
It was not entirely closed. It was not completely open., adj, abs
It was not entirely closed. It was not entirely open., adj, abs
It was not entirely closed. It was not open., adj, abs
It was not closed. It was slightly open., adj, abs
It was slightly open. It was not closed., adj, abs
It was not closed. It was sort of open., adj, abs
It was sort of open. It was not closed., adj, abs
It was not closed. It was completely open., adj, abs
It was completely open. It was not closed., adj, abs
It was not closed. It was entirely open., adj, abs
It was entirely open. It was not closed., adj, abs
It was not closed. It was open., adj, abs
It was open. It was not closed., adj, abs
It was not closed. It was not completely open., adj, abs
It was not closed. It was not entirely open., adj, abs
It was not closed. It was not open., adj, abs
It was not completely closed. It was slightly closed., adj, abs
It was slightly closed. It was not completely closed., adj, abs
It was not completely closed. It was sort of closed., adj, abs
It was sort of closed. It was not completely closed., adj, abs
It was not entirely closed. It was slightly closed., adj, abs
It was slightly closed. It was not entirely closed., adj, abs
It was not entirely closed. It was sort of closed., adj, abs
It was sort of closed. It was not entirely closed., adj, abs
It wasn't completely open. It was slightly closed., adj, abs
It was slightly closed. It wasn't completely open., adj, abs
It wasn't completely open. It was sort of closed., adj, abs
It was sort of closed. It wasn't completely open., adj, abs
It wasn't completely open. It was completely closed., adj, abs
It was completely closed. It wasn't completely open., adj, abs
It wasn't completely open. It was entirely closed., adj, abs
It was entirely closed. It wasn't completely open., adj, abs
It wasn't completely open. It was closed., adj, abs
It was closed. It wasn't completely open., adj, abs
It wasn't completely open. It wasn't completely closed., adj, abs
It wasn't completely open. It wasn't entirely closed., adj, abs
It wasn't completely open. It wasn't closed., adj, abs
It wasn't entirely open. It was slightly closed., adj, abs
It was slightly closed. It wasn't entirely open., adj, abs
It wasn't entirely open. It was sort of closed., adj, abs
It was sort of closed. It wasn't entirely open., adj, abs
It wasn't entirely open. It was completely closed., adj, abs
It was completely closed. It wasn't entirely open., adj, abs
It wasn't entirely open. It was entirely closed., adj, abs
It was entirely closed. It wasn't entirely open., adj, abs
It wasn't entirely open. It was closed., adj, abs
It was closed. It wasn't entirely open., adj, abs
It wasn't entirely open. It wasn't completely closed., adj, abs
It wasn't entirely open. It wasn't entirely closed., adj, abs
It wasn't entirely open. It wasn't closed., adj, abs
It wasn't open. It was slightly closed., adj, abs
It was slightly closed. It wasn't open., adj, abs
It wasn't open. It was sort of closed., adj, abs
It was sort of closed. It wasn't open., adj, abs
It wasn't open. It was completely closed., adj, abs
It was completely closed. It wasn't open., adj, abs
It wasn't open. It was entirely closed., adj, abs
It was entirely closed. It wasn't open., adj, abs
It wasn't open. It was closed., adj, abs
It was closed. It wasn't open., adj, abs
It wasn't open. It wasn't completely closed., adj, abs
It wasn't open. It wasn't entirely closed., adj, abs
It wasn't open. It wasn't closed., adj, abs
It wasn't completely open. It was slightly open., adj, abs
It was slightly open. It wasn't completely open., adj, abs
It wasn't completely open. It was sort of open., adj, abs
It was sort of open. It wasn't completely open., adj, abs
It wasn't entirely open. It was slightly open., adj, abs
It was slightly open. It wasn't entirely open., adj, abs
It wasn't entirely open. It was sort of open., adj, abs
It was sort of open. It wasn't entirely open., adj, abs
It wasn't completely closed. It was slightly open., adj, abs
It was slightly open. It wasn't completely closed., adj, abs
It wasn't completely closed. It was sort of open., adj, abs
It was sort of open. It wasn't completely closed., adj, abs
It wasn't completely closed. It was completely open., adj, abs
It was completely open. It wasn't completely closed., adj, abs
It wasn't completely closed. It was entirely open., adj, abs
It was entirely open. It wasn't completely closed., adj, abs
It wasn't completely closed. It was open., adj, abs
It was open. It wasn't completely closed., adj, abs
It wasn't completely closed. It wasn't completely open., adj, abs
It wasn't completely closed. It wasn't entirely open., adj, abs
It wasn't completely closed. It wasn't open., adj, abs
It wasn't entirely closed. It was slightly open., adj, abs
It was slightly open. It wasn't entirely closed., adj, abs
It wasn't entirely closed. It was sort of open., adj, abs
It was sort of open. It wasn't entirely closed., adj, abs
It wasn't entirely closed. It was completely open., adj, abs
It was completely open. It wasn't entirely closed., adj, abs
It wasn't entirely closed. It was entirely open., adj, abs
It was entirely open. It wasn't entirely closed., adj, abs
It wasn't entirely closed. It was open., adj, abs
It was open. It wasn't entirely closed., adj, abs
It wasn't entirely closed. It wasn't completely open., adj, abs
It wasn't entirely closed. It wasn't entirely open., adj, abs
It wasn't entirely closed. It wasn't open., adj, abs
It wasn't closed. It was slightly open., adj, abs
It was slightly open. It wasn't closed., adj, abs
It wasn't closed. It was sort of open., adj, abs
It was sort of open. It wasn't closed., adj, abs
It wasn't closed. It was completely open., adj, abs
It was completely open. It wasn't closed., adj, abs
It wasn't closed. It was entirely open., adj, abs
It was entirely open. It wasn't closed., adj, abs
It wasn't closed. It was open., adj, abs
It was open. It wasn't closed., adj, abs
It wasn't closed. It wasn't completely open., adj, abs
It wasn't closed. It wasn't entirely open., adj, abs
It wasn't closed. It wasn't open., adj, abs
It wasn't completely closed. It was slightly closed., adj, abs
It was slightly closed. It wasn't completely closed., adj, abs
It wasn't completely closed. It was sort of closed., adj, abs
It was sort of closed. It wasn't completely closed., adj, abs
It wasn't entirely closed. It was slightly closed., adj, abs
It was slightly closed. It wasn't entirely closed., adj, abs
It wasn't entirely closed. It was sort of closed., adj, abs
