bigram_lower,SUM,ADJ,NEG
altogether_entertaining,1,1,0
altogether_enlightening,1,1,0
altogether_embarrassing,1,1,0
altogether_dry,1,1,0
altogether_fashionable,1,1,0
altogether_faulty,1,1,0
altogether_dormant,1,1,0
altogether_fearful,1,1,0
altogether_generous,1,1,0
altogether_full,1,1,0
altogether_friendlier,1,1,0
altogether_fresh,1,1,0
altogether_frequent,1,1,0
altogether_french,1,1,0
altogether_fraudulent,1,1,0
altogether_formidable,1,1,0
altogether_forgiving,1,1,0
altogether_forgettable,1,1,0
altogether_forgetful,1,1,0
altogether_forceful,1,1,0
altogether_foolproof,1,1,0
altogether_flavorful,1,1,0
altogether_fine,1,1,0
altogether_fictional,1,1,0
altogether_feasible,1,1,0
altogether_dour,1,1,0
altogether_diverse,1,1,0
altogether_glad,1,1,0
altogether_defunct,1,1,0
altogether_decisive,1,1,0
altogether_dangerous,1,1,0
altogether_damaging,1,1,0
altogether_cynical,1,0,1
altogether_customary,1,1,0
altogether_curable,1,1,0
altogether_crude,1,1,0
altogether_creepy,1,1,0
altogether_credible,1,1,0
altogether_crass,1,1,0
altogether_corrupt,1,1,0
altogether_cool,1,1,0
altogether_contemptible,1,1,0
altogether_constructive,1,1,0
altogether_constant,1,1,0
altogether_consensual,1,1,0
altogether_congenial,1,1,0
altogether_definitive,1,1,0
altogether_dependable,1,1,0
altogether_distraught,1,0,1
altogether_depressed,1,1,0
altogether_distinctive,1,1,0
altogether_distinct,1,1,0
altogether_distasteful,1,1,0
altogether_distant,1,1,0
altogether_dissonant,1,1,0
altogether_dissatisfied,1,1,0
altogether_disrespectful,1,1,0
altogether_dismissive,1,1,0
altogether_dismayed,1,1,0
altogether_dismal,1,1,0
altogether_disinterested,1,1,0
altogether_discreet,1,1,0
altogether_discouraged,1,1,0
altogether_direct,1,1,0
altogether_dire,1,1,0
altogether_desolate,1,1,0
altogether_depressing,1,1,0
altogether_gentle,1,1,0
altogether_glorious,1,1,0
altogether_noble,1,1,0
altogether_loathsome,1,1,0
altogether_lifeless,1,1,0
altogether_liberating,1,1,0
altogether_legitimate,1,1,0
altogether_laughable,1,1,0
altogether_laudable,1,1,0
altogether_lame,1,1,0
altogether_keen,1,1,0
altogether_irish,1,1,0
altogether_invincible,1,1,0
altogether_intuitive,1,1,0
altogether_intrusive,1,1,0
altogether_intoxicating,1,1,0
altogether_intolerant,1,1,0
altogether_intolerable,1,1,0
altogether_intentional,1,1,0
altogether_intelligent,1,1,0
altogether_instinctive,1,1,0
altogether_linear,1,1,0
altogether_local,1,1,0
altogether_innocuous,1,1,0
altogether_logical,1,1,0
altogether_negligible,1,1,0
altogether_naughty,1,1,0
altogether_naked,1,1,0
altogether_naive,1,1,0
altogether_moral,1,1,0
altogether_moot,1,1,0
altogether_monotonous,1,1,0
altogether_modest,1,1,0
altogether_mere,1,1,0
altogether_meaningful,1,1,0
altogether_mean,1,1,0
altogether_malevolent,1,1,0
altogether_mad,1,1,0
altogether_ludicrous,1,1,0
altogether_lucid,1,1,0
altogether_loopy,1,1,0
altogether_long-lasting,1,1,0
altogether_insincere,1,1,0
altogether_inhospitable,1,1,0
altogether_good-natured,1,1,0
altogether_illusory,1,1,0
altogether_idle,1,1,0
altogether_ideal,1,1,0
altogether_humble,1,1,0
altogether_horizontal,1,1,0
altogether_hopeful,1,1,0
altogether_honourable,1,1,0
altogether_honorable,1,1,0
altogether_homogeneous,1,1,0
altogether_hilarious,1,1,0
altogether_high-tech,1,1,0
altogether_heavenly,1,1,0
altogether_heartening,1,1,0
altogether_heartbroken,1,1,0
altogether_harmless,1,1,0
altogether_gruesome,1,1,0
altogether_grim,1,1,0
altogether_graceful,1,1,0
altogether_illiterate,1,1,0
altogether_immortal,1,1,0
altogether_infallible,1,1,0
altogether_immutable,1,1,0
altogether_inexplicable,1,1,0
altogether_inexperienced,1,1,0
altogether_inevitable,1,1,0
altogether_indicative,1,1,0
altogether_indescribable,1,1,0
altogether_independent,1,1,0
altogether_incurable,1,1,0
altogether_inconvenient,1,1,0
altogether_inconspicuous,1,1,0
altogether_incompetent,1,1,0
altogether_incoherent,1,1,0
altogether_incidental,1,1,0
altogether_inaudible,1,1,0
altogether_inadequate,1,1,0
altogether_improper,1,1,0
altogether_impoverished,1,1,0
altogether_impenetrable,1,1,0
altogether_conducive,1,1,0
altogether_conclusive,1,1,0
altogether_concerned,1,1,0
also_systematic,1,1,0
also_suspect,1,1,0
also_supportive,1,1,0
also_superfluous,1,1,0
also_suicidal,1,1,0
also_successful,1,1,0
also_stylish,1,1,0
also_stupid,1,1,0
also_strict,1,1,0
also_straight,1,1,0
also_stiff,1,1,0
also_static,1,1,0
also_stagnant,1,1,0
also_squishy,1,1,0
also_square,1,1,0
also_spot-on,1,1,0
also_sporadic,1,1,0
also_spontaneous,1,1,0
also_symmetrical,1,1,0
also_talented,1,1,0
also_splendid,1,1,0
also_tall,1,1,0
also_unattractive,1,1,0
also_unanimous,1,1,0
also_ugly,1,1,0
also_tyrannical,1,1,0
also_truthful,1,1,0
also_trustworthy,1,1,0
also_trendy,1,0,1
also_translucent,1,1,0
also_toxic,1,1,0
also_tiring,1,1,0
also_timid,1,1,0
also_timely,1,1,0
also_tight,1,1,0
also_thicker,1,1,0
also_thick,1,1,0
also_tense,1,1,0
also_taller,1,1,0
also_spoiled,1,1,0
also_spiritual,1,1,0
altogether_conceivable,1,1,0
also_rubbish,1,1,0
also_ripe,1,1,0
also_reusable,1,1,0
also_replete,1,1,0
also_reminiscent,1,1,0
also_remarkable,1,1,0
also_relaxed,1,1,0
also_recyclable,1,1,0
also_recreational,1,1,0
also_readable,1,1,0
also_rapid,1,1,0
also_questionable,1,1,0
also_queer,1,1,0
also_public,1,1,0
also_psychic,1,1,0
also_prophetic,1,1,0
also_proof,1,1,0
also_prompt,1,1,0
also_rough,1,1,0
also_rude,1,1,0
also_speedy,1,1,0
also_sacrosanct,1,1,0
also_smooth,1,1,0
also_slender,1,1,0
also_skilled,1,1,0
also_singular,1,1,0
also_sinful,1,1,0
also_silent,1,1,0
also_sick,1,1,0
also_showy,1,1,0
also_shorter,1,1,0
also_shocking,1,1,0
also_shameful,1,1,0
also_separate,1,1,0
also_sensible,1,1,0
also_sensational,1,1,0
also_scandalous,1,1,0
also_satisfied,1,1,0
also_salty,1,1,0
also_unaware,1,1,0
also_unbelievable,1,1,0
also_uncertain,1,1,0
altogether_blasphemous,1,1,0
altogether_beautiful,1,1,0
altogether_barren,1,1,0
altogether_baffling,1,1,0
altogether_awesome,1,1,0
altogether_available,1,1,0
altogether_auspicious,1,1,0
altogether_atypical,1,1,0
altogether_ashamed,1,1,0
altogether_articulate,1,1,0
altogether_artful,1,1,0
altogether_apocryphal,1,1,0
altogether_antithetical,1,1,0
altogether_annoyed,1,1,0
altogether_angelic,1,1,0
altogether_amazing,1,1,0
altogether_alluring,1,1,0
altogether_african,1,1,0
altogether_beneficial,1,1,0
altogether_boring,1,1,0
also_uncomfortable,1,1,0
altogether_candid,1,1,0
altogether_comprehensible,1,1,0
altogether_complicated,1,1,0
altogether_complementary,1,1,0
altogether_commonplace,1,1,0
altogether_commendable,1,1,0
altogether_cold,1,1,0
altogether_cloying,1,1,0
altogether_cliche,1,1,0
altogether_civil,1,1,0
altogether_chronological,1,1,0
altogether_cheerful,1,1,0
altogether_cheap,1,1,0
altogether_charitable,1,1,0
altogether_challenging,1,1,0
altogether_cautious,1,1,0
altogether_catastrophic,1,1,0
altogether_careless,1,1,0
altogether_afraid,1,1,0
altogether_affectionate,1,1,0
altogether_advisable,1,1,0
altogether_advantageous,1,1,0
also_unusual,1,1,0
also_untouched,1,1,0
also_unrealistic,1,1,0
also_unprecedented,1,1,0
also_unnerving,1,1,0
also_unmoved,1,1,0
also_unfortunate,1,1,0
also_unfamiliar,1,1,0
also_unfair,1,1,0
also_unethical,1,1,0
also_unequal,1,1,0
also_unemployed,1,1,0
also_uneducated,1,1,0
also_understated,1,1,0
also_understandable,1,1,0
also_unconstitutional,1,1,0
also_uncompromising,1,1,0
also_upscale,1,1,0
also_usual,1,1,0
also_versatile,1,1,0
also_young,1,1,0
altogether_adequate,1,1,0
altogether_acceptable,1,1,0
altogether_abysmal,1,1,0
altogether_abstract,1,1,0
altogether_absolute,1,1,0
altogether_abnormal,1,1,0
alternately_perplexing,1,1,0
also_worse,1,1,0
also_virtual,1,1,0
also_winless,1,1,0
also_wet,1,1,0
also_welcome,1,1,0
also_weird,1,1,0
also_wealthy,1,1,0
also_watery,1,1,0
also_warm,1,1,0
altogether_nice,1,1,0
altogether_notable,1,0,1
also_profitable,1,1,0
always_colourful,1,1,0
always_collective,1,1,0
always_collectable,1,1,0
always_coachable,1,1,0
always_cluttered,1,1,0
always_clunky,1,1,0
always_closest,1,1,0
always_civilized,1,1,0
always_civilised,1,1,0
always_circumstantial,1,1,0
always_chubby,1,1,0
always_choosy,1,1,0
always_childlike,1,1,0
always_childish,1,1,0
always_chaste,1,1,0
always_cerebral,1,1,0
always_cathartic,1,1,0
always_catchy,1,1,0
always_colorful,1,1,0
always_comedic,1,1,0
always_cartoonish,1,1,0
always_comical,1,1,0
always_cost-efficient,1,1,0
always_cosmetic,1,1,0
always_corrupt,1,1,0
always_conversant,1,1,0
always_contiguous,1,1,0
always_contextual,1,1,0
always_content,1,1,0
always_consequential,1,1,0
always_consecutive,1,1,0
always_conscientious,1,1,0
always_connected,1,1,0
always_confused,1,1,0
always_conductive,1,1,0
always_conditional,1,1,0
always_complacent,1,1,0
always_communist,1,1,0
always_committed,1,1,0
always_casual,1,1,0
always_carefree,1,1,0
always_cowardly,1,1,0
always_auspicious,1,1,0
always_astounding,1,1,0
always_artsy,1,1,0
always_artistic,1,1,0
always_artful,1,1,0
always_arrogant,1,1,0
always_armed,1,1,0
always_arduous,1,1,0
always_apolitical,1,1,0
always_apocalyptic,1,1,0
always_anti-semitic,1,1,0
always_anti-gay,1,1,0
always_angrier,1,1,0
always_ancient,1,1,0
always_anarchic,1,1,0
always_ambivalent,1,1,0
always_amazed,1,1,0
always_alternate,1,1,0
always_athletic,1,1,0
always_austere,1,1,0
always_captivating,1,1,0
always_average,1,1,0
always_capricious,1,1,0
always_burdensome,1,1,0
always_bumpy,1,1,0
always_bulletproof,1,1,0
always_buddhist,1,1,0
always_broader,1,1,0
always_british,1,1,0
always_brisk,1,1,0
always_breathable,1,1,0
always_boisterous,1,1,0
always_bloody,1,1,0
always_bloated,1,1,0
always_bisexual,1,1,0
always_bearable,1,1,0
always_barren,1,1,0
always_balanced,1,1,0
always_awash,1,1,0
always_covert,1,1,0
always_coy,1,1,0
altogether_null,1,1,0
always_efficacious,1,1,0
always_educational,1,1,0
always_eclectic,1,1,0
always_eccentric,1,1,0
always_easygoing,1,1,0
always_eastern,1,1,0
always_dysfunctional,1,1,0
always_dreamy,1,1,0
always_drab,1,1,0
always_dovish,1,1,0
always_doubtful,1,1,0
always_double,1,1,0
always_dorky,1,1,0
always_dominate,1,1,0
always_divisive,1,1,0
always_divisible,1,1,0
always_disturbing,1,1,0
always_distressing,1,1,0
always_effeminate,1,1,0
always_effusive,1,1,0
always_distinguished,1,1,0
always_elastic,1,1,0
always_entrepreneurial,1,1,0
always_enticing,1,1,0
always_enormous,1,1,0
always_enlightening,1,1,0
always_enlightened,1,1,0
always_enamored,1,1,0
always_empirical,1,1,0
always_empathic,1,1,0
always_empathetic,1,1,0
always_emotional,1,1,0
always_elusive,1,0,1
always_eloquent,1,1,0
always_elementary,1,1,0
always_electronic,1,1,0
always_electrifying,1,0,1
always_electric,1,1,0
always_elated,1,1,0
always_distracting,1,1,0
always_dissonant,1,1,0
always_crafty,1,1,0
always_defensive,1,1,0
always_debilitating,1,1,0
always_debatable,1,1,0
always_deaf,1,1,0
always_darker,1,1,0
always_dainty,1,1,0
always_cynical,1,1,0
always_cuter,1,1,0
always_customizable,1,1,0
always_customary,1,1,0
always_custom,1,1,0
always_cultural,1,1,0
always_culpable,1,1,0
always_crystal,1,1,0
always_cryptic,1,1,0
always_creditable,1,1,0
always_creamy,1,1,0
always_cramped,1,1,0
always_deceptive,1,1,0
always_deferential,1,1,0
always_dispassionate,1,1,0
always_deficient,1,1,0
always_disordered,1,1,0
always_dismissive,1,1,0
always_discriminatory,1,1,0
always_discoverable,1,1,0
always_discerning,1,1,0
always_directional,1,1,0
always_diminutive,1,1,0
always_devout,1,1,0
always_deterministic,1,1,0
always_desirous,1,1,0
always_deranged,1,1,0
always_depressing,1,1,0
always_denser,1,1,0
always_dense,1,1,0
always_demonstrative,1,1,0
always_demeaning,1,1,0
always_deleterious,1,1,0
always_alright,1,1,0
always_allergic,1,1,0
always_alkaline,1,1,0
altogether_shy,1,1,0
altogether_shady,1,1,0
altogether_sexy,1,1,0
altogether_several,1,1,0
altogether_sensible,1,1,0
altogether_self-aware,1,1,0
altogether_secular,1,1,0
altogether_secret,1,1,0
altogether_savory,1,1,0
altogether_rotten,1,1,0
altogether_righteous,1,1,0
altogether_ridiculous,1,1,0
altogether_revolting,1,1,0
altogether_restrictive,1,1,0
altogether_representative,1,1,0
altogether_reliant,1,1,0
altogether_relational,1,1,0
altogether_related,1,1,0
altogether_shocked,1,1,0
altogether_similar,1,1,0
altogether_regretful,1,1,0
altogether_sinful,1,1,0
altogether_submissive,1,1,0
altogether_stupid,1,1,0
altogether_strained,1,1,0
altogether_sterile,1,1,0
altogether_steady,1,1,0
altogether_steadfast,1,1,0
altogether_stationary,1,1,0
altogether_squishy,1,1,0
altogether_square,1,0,1
altogether_sporadic,1,1,0
altogether_spherical,1,1,0
altogether_specious,1,1,0
altogether_specific,1,1,0
altogether_sound,1,1,0
altogether_soothing,1,1,0
altogether_solemn,1,1,0
altogether_slow,1,1,0
altogether_regular,1,1,0
altogether_redundant,1,1,0
always_alcoholic,1,1,0
altogether_physical,1,1,0
altogether_persuasive,1,1,0
altogether_perky,1,1,0
altogether_patient,1,1,0
altogether_past,1,1,0
altogether_paradoxical,1,1,0
altogether_paltry,1,1,0
altogether_painless,1,1,0
altogether_other,1,1,0
altogether_orthodox,1,1,0
altogether_one-sided,1,1,0
altogether_one-dimensional,1,1,0
altogether_offensive,1,1,0
altogether_off-putting,1,1,0
altogether_odious,1,1,0
altogether_odd,1,1,0
altogether_obscure,1,1,0
altogether_oblivious,1,1,0
altogether_pessimistic,1,1,0
altogether_picky,1,1,0
altogether_recent,1,1,0
altogether_pleasurable,1,1,0
altogether_racial,1,1,0
altogether_quaint,1,0,1
altogether_public,1,1,0
altogether_prosperous,1,1,0
altogether_proper,1,1,0
altogether_profound,1,1,0
altogether_proficient,1,1,0
altogether_probable,1,1,0
altogether_presumptuous,1,1,0
altogether_presentable,1,1,0
altogether_present,1,1,0
altogether_preposterous,1,1,0
altogether_precarious,1,1,0
altogether_praiseworthy,1,1,0
altogether_potent,1,1,0
altogether_polite,1,1,0
altogether_polished,1,1,0
altogether_subtle,1,1,0
altogether_superficial,1,1,0
altogether_superfluous,1,1,0
altogether_wasteful,1,1,0
altogether_visible,1,1,0
altogether_virtuous,1,1,0
altogether_victorian,1,1,0
altogether_various,1,1,0
altogether_valid,1,1,0
altogether_utopian,1,1,0
altogether_upset,1,1,0
altogether_upright,1,1,0
altogether_unthinkable,1,1,0
altogether_unstoppable,1,1,0
altogether_unsettling,1,1,0
altogether_unsettled,1,1,0
altogether_unselfish,1,1,0
altogether_unsatisfied,1,1,0
altogether_unresponsive,1,1,0
altogether_unreachable,1,1,0
altogether_unprofitable,1,1,0
altogether_voluntary,1,1,0
altogether_weird,1,1,0
altogether_supportive,1,1,0
altogether_wicked,1,1,0
always_air-conditioned,1,1,0
always_agile,1,1,0
always_aged,1,1,0
always_affable,1,1,0
always_advanced,1,1,0
always_adult,1,1,0
always_adorable,1,1,0
always_adjustable,1,1,0
always_adamant,1,1,0
always_acrimonious,1,1,0
always_acerbic,1,1,0
always_above,1,1,0
always_3d,1,1,0
altogether_zero,1,1,0
altogether_worth,1,1,0
altogether_wonderful,1,1,0
altogether_wild,1,1,0
altogether_unpretentious,1,1,0
altogether_unpalatable,1,1,0
altogether_unoriginal,1,1,0
altogether_unmoved,1,1,0
altogether_unbiased,1,1,0
altogether_unavailable,1,1,0
altogether_unable,1,1,0
altogether_trivial,1,1,0
altogether_triumphant,1,1,0
altogether_traumatic,1,1,0
altogether_transparent,1,1,0
altogether_traditional,1,1,0
altogether_toothless,1,1,0
altogether_tolerant,1,1,0
altogether_thorough,1,1,0
altogether_thankless,1,1,0
altogether_thankful,1,1,0
altogether_tenable,1,1,0
altogether_taboo,1,1,0
altogether_sweet,1,1,0
altogether_suspenseful,1,1,0
altogether_uncalled,1,1,0
altogether_uncertain,1,1,0
altogether_uncharacteristic,1,1,0
altogether_unfunny,1,1,0
altogether_uninterrupted,1,1,0
altogether_uninterested,1,1,0
altogether_unintelligible,1,1,0
altogether_uninformed,1,1,0
altogether_unified,1,1,0
altogether_unhelpful,1,1,0
altogether_ungrateful,1,1,0
altogether_unforeseen,1,1,0
altogether_uncharted,1,1,0
altogether_unfathomable,1,1,0
altogether_unequal,1,1,0
altogether_underwhelming,1,1,0
altogether_unconvincing,1,1,0
altogether_unconscious,1,1,0
altogether_unconnected,1,1,0
altogether_unconcerned,1,1,0
also_progressive,1,1,0
also_pro-choice,1,1,0
almost_unaffordable,1,1,0
already_implausible,1,1,0
already_humorous,1,1,0
already_humble,1,1,0
already_huge,1,1,0
already_horrific,1,1,0
already_horrible,1,1,0
already_horrendous,1,1,0
already_homeless,1,1,0
already_historic,1,1,0
already_hilarious,1,1,0
already_hesitant,1,1,0
already_helpful,1,1,0
already_heinous,1,1,0
already_hectic,1,1,0
already_heartbroken,1,1,0
already_heartbreaking,1,1,0
already_hateful,1,1,0
already_hassle,1,1,0
already_immortal,1,1,0
already_important,1,1,0
already_hairless,1,1,0
already_inclusive,1,1,0
already_irritating,1,1,0
already_irritated,1,1,0
already_irresistible,1,1,0
already_involved,1,1,0
already_invasive,1,1,0
already_invaluable,1,1,0
already_invalid,1,1,0
already_intrinsic,1,1,0
already_intriguing,1,1,0
already_intoxicating,1,1,0
already_intimate,1,1,0
already_insufficient,1,1,0
already_innate,1,1,0
already_influential,1,1,0
already_inevitable,1,1,0
already_industrial,1,1,0
already_incomprehensible,1,1,0
already_happier,1,1,0
already_gung,1,1,0
already_joyful,1,1,0
already_formidable,1,1,0
already_flat,1,1,0
already_fit,1,1,0
already_fishy,1,1,0
already_fertile,1,1,0
already_feminist,1,1,0
already_female,1,1,0
already_fearful,1,1,0
already_favorable,1,1,0
already_fabulous,1,1,0
already_expired,1,1,0
already_expert,1,1,0
already_exotic,1,1,0
already_exciting,1,1,0
already_excitable,1,1,0
already_excessive,1,1,0
already_evil,1,1,0
already_eventful,1,1,0
already_forecast,1,1,0
already_fresh,1,1,0
already_grotesque,1,1,0
already_friendly,1,1,0
already_grievous,1,1,0
already_grey,1,1,0
already_green,1,1,0
already_greater,1,1,0
already_gray,1,1,0
already_grateful,1,1,0
already_graphic,1,1,0
already_grand,1,1,0
already_gradual,1,1,0
already_gorgeous,1,1,0
already_glorious,1,1,0
already_glad,1,1,0
already_girly,1,1,0
already_funky,1,1,0
already_fruitful,1,1,0
already_front,1,1,0
already_frightening,1,1,0
already_jaded,1,1,0
already_laden,1,1,0
already_republican,1,1,0
already_pointless,1,1,0
already_plentiful,1,1,0
already_pleased,1,1,0
already_picturesque,1,1,0
already_physical,1,1,0
already_personal,1,1,0
already_persistent,1,1,0
already_pathetic,1,1,0
already_passe,1,1,0
already_overworked,1,1,0
already_overpriced,1,1,0
already_overkill,1,1,0
already_outstanding,1,1,0
already_outrageous,1,1,0
already_orange,1,1,0
already_optimal,1,1,0
already_operational,1,1,0
already_older,1,1,0
already_poignant,1,1,0
already_polished,1,1,0
already_odd,1,1,0
already_precious,1,1,0
already_realistic,1,1,0
already_reactive,1,1,0
already_rampant,1,1,0
already_radioactive,1,1,0
already_rad,1,1,0
already_quicker,1,1,0
already_questionable,1,1,0
already_pure,1,1,0
already_punishable,1,1,0
already_psychic,1,1,0
already_proof,1,1,0
already_prolific,1,1,0
already_professional,1,1,0
already_pro,1,1,0
already_privileged,1,1,0
already_private,1,1,0
already_pretentious,1,1,0
already_okay,1,1,0
already_observable,1,1,0
already_lame,1,1,0
already_memorable,1,1,0
already_masculine,1,1,0
already_manifest,1,1,0
already_lucky,1,1,0
already_lovely,1,1,0
already_loveable,1,1,0
already_lousy,1,1,0
already_lonely,1,1,0
already_live,1,1,0
already_liquid,1,1,0
already_limitless,1,1,0
already_likable,1,1,0
already_liberal,1,1,0
already_leery,1,1,0
already_lazy,1,1,0
already_laughable,1,1,0
already_larger,1,1,0
already_large,1,1,0
already_massive,1,1,0
already_midnight,1,1,0
already_obscure,1,1,0
already_miserable,1,1,0
already_numerous,1,1,0
already_null,1,1,0
already_noticeable,1,1,0
already_notable,1,1,0
already_noble,1,1,0
already_nicer,1,1,0
already_necessary,1,1,0
already_near,1,1,0
already_nauseating,1,1,0
already_native,1,1,0
already_nasty,1,1,0
already_narrative,1,1,0
already_muslim,1,1,0
already_muscular,1,1,0
already_moot,1,1,0
already_moist,1,1,0
already_mobile,1,1,0
already_euphoric,1,1,0
already_essential,1,1,0
already_erotic,1,1,0
alot_more,1,1,0
alot_cheaper,1,1,0
along_open,1,1,0
along_great,1,1,0
along_fundamental,1,1,0
along_fine,1,1,0
alone_worth,1,1,0
alone_untouched,1,1,0
alone_unemployed,1,1,0
alone_underdeveloped,1,1,0
alone_strong,1,1,0
alone_scandalous,1,1,0
alone_related,1,1,0
alone_practical,1,1,0
alone_physical,1,1,0
alone_outstanding,1,1,0
alone_ok,1,1,0
alone_notable,1,1,0
alot_easier,1,1,0
alot_nicer,1,1,0
alone_much,1,1,0
already_abnormal,1,1,0
already_archaic,1,1,0
already_arbitrary,1,1,0
already_approachable,1,1,0
already_applicable,1,1,0
already_appetizing,1,1,0
already_appealing,1,1,0
already_anomalous,1,1,0
already_ancient,1,1,0
already_analogous,1,1,0
already_alone,1,1,0
already_agile,1,1,0
already_afloat,1,1,0
already_affluent,1,1,0
already_addictive,1,1,0
already_achievable,1,1,0
already_accountable,1,1,0
already_absolute,1,1,0
alone_national,1,1,0
alone_more,1,1,0
already_epic,1,1,0
alone_alive,1,1,0
alone_adequate,1,1,0
alone_absolute,1,1,0
almost_worthless,1,1,0
almost_watery,1,1,0
almost_warm,1,1,0
almost_vast,1,1,0
almost_useless,1,1,0
almost_unrecognisable,1,1,0
almost_unprecedented,1,1,0
almost_unparalleled,1,1,0
almost_unnecessary,1,1,0
