sentences, pos, scale_type
She did not extremely rise it. She  kinda falld it., verb, rel
She  kinda falld it. She did not extremely rise it., verb, rel
She did not extremely rise it. She  extremely falld it., verb, rel
She  extremely falld it. She did not extremely rise it., verb, rel
She did not extremely rise it. She  falld it., verb, rel
She  falld it. She did not extremely rise it., verb, rel
She did not extremely rise it. She did not extremely rise it., verb, rel
She did not extremely rise it. She did not rise it., verb, rel
She did not rise it. She  kinda falld it., verb, rel
She  kinda falld it. She did not rise it., verb, rel
She did not rise it. She  extremely falld it., verb, rel
She  extremely falld it. She did not rise it., verb, rel
She did not rise it. She  falld it., verb, rel
She  falld it. She did not rise it., verb, rel
She did not rise it. She did not extremely rise it., verb, rel
She did not rise it. She did not rise it., verb, rel
She did not extremely rise it. She  kinda rised it., verb, rel
She  kinda rised it. She did not extremely rise it., verb, rel
She  kinda rise it. She did not extremely rise it. but she did not fall it. either., verb, rel
She  kinda rise it. She did not fall it. but she did not extremely rise it. either., verb, rel
She did not extremely rise it. but she did not fall it. either. She  kinda rise it., verb, rel
She did not fall it. but she did not extremely rise it. either. She  kinda rise it., verb, rel
She did not extremely fall it. She  kinda rised it., verb, rel
She  kinda rised it. She did not extremely fall it., verb, rel
She did not extremely fall it. She  extremely rised it., verb, rel
She  extremely rised it. She did not extremely fall it., verb, rel
She did not extremely fall it. She  rised it., verb, rel
She  rised it. She did not extremely fall it., verb, rel
She did not extremely fall it. She did not extremely fall it., verb, rel
She did not extremely fall it. She did not fall it., verb, rel
She did not fall it. She  kinda rised it., verb, rel
She  kinda rised it. She did not fall it., verb, rel
She did not fall it. She  extremely rised it., verb, rel
She  extremely rised it. She did not fall it., verb, rel
She did not fall it. She  rised it., verb, rel
She  rised it. She did not fall it., verb, rel
She did not fall it. She did not extremely fall it., verb, rel
She did not fall it. She did not fall it., verb, rel
She did not extremely fall it. She  kinda falld it., verb, rel
She  kinda falld it. She did not extremely fall it., verb, rel
She  kinda fall it. She did not extremely fall it. but she did not rise it. either., verb, rel
She  kinda fall it. She did not rise it. but she did not extremely fall it. either., verb, rel
She did not extremely fall it. but she did not rise it. either. She  kinda fall it., verb, rel
She did not rise it. but she did not extremely fall it. either. She  kinda fall it., verb, rel
She did not extremely warm up it. She  kinda cool downd it., verb, rel
She  kinda cool downd it. She did not extremely warm up it., verb, rel
She did not extremely warm up it. She  extremely cool downd it., verb, rel
She  extremely cool downd it. She did not extremely warm up it., verb, rel
She did not extremely warm up it. She  cool downd it., verb, rel
She  cool downd it. She did not extremely warm up it., verb, rel
She did not extremely warm up it. She did not extremely warm up it., verb, rel
She did not extremely warm up it. She did not warm up it., verb, rel
She did not warm up it. She  kinda cool downd it., verb, rel
She  kinda cool downd it. She did not warm up it., verb, rel
She did not warm up it. She  extremely cool downd it., verb, rel
She  extremely cool downd it. She did not warm up it., verb, rel
She did not warm up it. She  cool downd it., verb, rel
She  cool downd it. She did not warm up it., verb, rel
She did not warm up it. She did not extremely warm up it., verb, rel
She did not warm up it. She did not warm up it., verb, rel
She did not extremely warm up it. She  kinda warm upd it., verb, rel
She  kinda warm upd it. She did not extremely warm up it., verb, rel
She  kinda warm up it. She did not extremely warm up it. but she did not cool down it. either., verb, rel
She  kinda warm up it. She did not cool down it. but she did not extremely warm up it. either., verb, rel
She did not extremely warm up it. but she did not cool down it. either. She  kinda warm up it., verb, rel
She did not cool down it. but she did not extremely warm up it. either. She  kinda warm up it., verb, rel
She did not extremely cool down it. She  kinda warm upd it., verb, rel
She  kinda warm upd it. She did not extremely cool down it., verb, rel
She did not extremely cool down it. She  extremely warm upd it., verb, rel
She  extremely warm upd it. She did not extremely cool down it., verb, rel
She did not extremely cool down it. She  warm upd it., verb, rel
She  warm upd it. She did not extremely cool down it., verb, rel
She did not extremely cool down it. She did not extremely cool down it., verb, rel
She did not extremely cool down it. She did not cool down it., verb, rel
She did not cool down it. She  kinda warm upd it., verb, rel
She  kinda warm upd it. She did not cool down it., verb, rel
She did not cool down it. She  extremely warm upd it., verb, rel
She  extremely warm upd it. She did not cool down it., verb, rel
She did not cool down it. She  warm upd it., verb, rel
She  warm upd it. She did not cool down it., verb, rel
She did not cool down it. She did not extremely cool down it., verb, rel
She did not cool down it. She did not cool down it., verb, rel
She did not extremely cool down it. She  kinda cool downd it., verb, rel
She  kinda cool downd it. She did not extremely cool down it., verb, rel
She  kinda cool down it. She did not extremely cool down it. but she did not warm up it. either., verb, rel
She  kinda cool down it. She did not warm up it. but she did not extremely cool down it. either., verb, rel
She did not extremely cool down it. but she did not warm up it. either. She  kinda cool down it., verb, rel
She did not warm up it. but she did not extremely cool down it. either. She  kinda cool down it., verb, rel
Not all of them were ('locked', 'unlocked', 'thing'). Some were ('locked', 'unlocked', 'thing')., det, quant
Not all of them were ('locked', 'unlocked', 'thing'). None were ('locked', 'unlocked', 'thing')., det, quant
All of them were not ('locked', 'unlocked', 'thing'). Some were ('locked', 'unlocked', 'thing')., det, quant
They were not all ('locked', 'unlocked', 'thing'). Some were ('locked', 'unlocked', 'thing')., det, quant
All of them were not ('locked', 'unlocked', 'thing'). None were ('locked', 'unlocked', 'thing')., det, quant
They were not all ('locked', 'unlocked', 'thing'). None were ('locked', 'unlocked', 'thing')., det, quant
Not all of them were ('dead', 'alive', 'person'). Some were ('dead', 'alive', 'person')., det, quant
Not all of them were ('dead', 'alive', 'person'). None were ('dead', 'alive', 'person')., det, quant
All of them were not ('dead', 'alive', 'person'). Some were ('dead', 'alive', 'person')., det, quant
They were not all ('dead', 'alive', 'person'). Some were ('dead', 'alive', 'person')., det, quant
All of them were not ('dead', 'alive', 'person'). None were ('dead', 'alive', 'person')., det, quant
They were not all ('dead', 'alive', 'person'). None were ('dead', 'alive', 'person')., det, quant
Not all of them were ('married', 'unmarried', 'person'). Some were ('married', 'unmarried', 'person')., det, quant
Not all of them were ('married', 'unmarried', 'person'). None were ('married', 'unmarried', 'person')., det, quant
All of them were not ('married', 'unmarried', 'person'). Some were ('married', 'unmarried', 'person')., det, quant
They were not all ('married', 'unmarried', 'person'). Some were ('married', 'unmarried', 'person')., det, quant
